Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
Slovak Republic,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,40.615,43.156,51.729,54.693,53.493,51.685,52.275,51.461,49.408,47.975,58.902,62.186,58.821,2021
Slovak Republic,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Eurostat Latest actual data: 2021 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The fiscal projection is based on the 2022 Stability Program and takes into consideration of available data for 2022 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Shares and Other Equity; Other Accounts Receivable/Payable; Monetary Gold and SDRs;. Our framework follows the Maastricht debt criteria. Primary domestic currency: Euro Data last updated: 03/2023",68.765,71.786,73.649,74.493,76.355,80.126,81.265,84.67,89.875,94.437,93.414,98.523,107.725,2021
Slovak Republic,Current account balance,U.S. dollars,Billions,"Source: Central Bank. National bank of Slovakia Latest actual data: 2021 Notes: Balance of payments data before 2009 reflect staff estimates to comply with BPM6 pending provision of a longer times series based on BPM6. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Euro Data last updated: 03/2023",-4.224,-4.867,0.879,1.831,1.157,-1.852,-2.458,-1.827,-2.331,-3.541,0.588,-2.918,-4.867,2021
Slovak Republic,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-4.629,-4.872,0.929,1.851,1.14,-2.083,-2.734,-1.911,-2.196,-3.349,0.552,-2.502,-4.287,2021
Slovenia,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 03/2023",36.364,36.677,35.709,35.342,36.32,37.123,38.307,40.152,41.941,43.388,41.513,44.922,47.336,2022
Slovenia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.344,0.861,-2.64,-1.029,2.768,2.21,3.192,4.816,4.455,3.451,-4.321,8.211,5.374,2022
Slovenia,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 03/2023",36.364,37.059,36.253,36.454,37.634,38.853,40.443,43.011,45.876,48.533,47.021,52.208,58.989,2022
Slovenia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",48.248,51.575,46.607,48.416,50.01,43.112,44.754,48.572,54.202,54.338,53.664,61.79,62.167,2022
Slovenia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",57.686,59.391,59.745,61.745,63.653,65.283,70.072,75.777,81.056,85.357,82.734,93.549,105.483,2022
Slovenia,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",100,101.04,101.524,103.149,103.619,104.66,105.575,107.121,109.384,111.859,113.267,116.22,124.617,2022
Slovenia,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","17,764.69","17,889.62","17,372.45","17,165.89","17,621.69","17,995.53","18,558.05","19,435.64","20,291.74","20,850.51","19,807.13","21,300.19","22,464.10",2021
Slovenia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","33,526.66","33,762.43","32,786.39","32,396.57","33,256.78","33,962.30","35,023.93","36,680.19","38,295.87","39,350.42","37,381.29","40,199.07","42,395.68",2021
Slovenia,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","17,764.69","18,075.65","17,637.15","17,706.45","18,259.41","18,834.16","19,592.74","20,819.69","22,195.92","23,323.09","22,435.03","24,755.18","27,994.10",2021
Slovenia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","23,570.18","25,156.07","22,674.37","23,516.59","24,263.90","20,898.86","21,681.28","23,511.32","26,224.26","26,112.48","25,604.69","29,298.41","29,502.34",2021
Slovenia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","28,180.95","28,968.77","29,066.17","29,990.24","30,883.37","31,646.71","33,946.56","36,680.19","39,216.59","41,019.24","39,475.12","44,357.56","50,058.76",2021
Slovenia,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.019,0.607,-1.95,-2.954,-2.265,-1.849,-0.199,-0.042,0.346,0.949,-2.723,1.656,2.946,2022
Slovenia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.064,0.062,0.059,0.058,0.058,0.058,0.06,0.062,0.062,0.063,0.062,0.063,0.065,2022
Slovenia,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.63,0.624,0.607,0.59,0.591,0.595,0.577,0.568,0.566,0.569,0.568,0.558,0.559,2022
Slovenia,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 03/2023",22.362,21.69,18.76,19.586,19.374,19.164,18.427,20.03,21.308,20.622,20.025,21.894,24.538,2022
Slovenia,Gross national savings,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 03/2023",21.594,20.854,20.055,22.886,24.471,22.981,23.204,26.247,27.261,26.564,27.579,25.697,24.119,2022
Slovenia,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. CPI has been the official measure of price inflation since Jan. 1, 1998, earlier it was the Retail Price Index (RPI). Latest actual data: 2022 Harmonized prices: No Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2023",94.383,96.081,98.574,100.32,100.523,99.996,99.944,101.374,103.135,104.813,104.759,106.766,116.185,2022
Slovenia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",1.797,1.799,2.595,1.771,0.202,-0.524,-0.052,1.431,1.737,1.627,-0.052,1.916,8.822,2022
Slovenia,"Inflation, end of period consumer prices",Index,,"Source: National Statistics Office. CPI has been the official measure of price inflation since Jan. 1, 1998, earlier it was the Retail Price Index (RPI). Latest actual data: 2022 Harmonized prices: No Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2023",95.19,97.07,99.65,100.27,100.38,99.88,100.36,102.12,103.62,105.59,104.51,109.68,120.99,2022
Slovenia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",1.884,1.975,2.658,0.622,0.11,-0.498,0.481,1.754,1.469,1.901,-1.023,4.947,10.312,2022
Slovenia,Volume of imports of goods and services,Percent change,,"Source: National Statistics Office. National Accounts Latest actual data: 2022 Base year: 2005 Methodology used to derive volumes: National Accounts Formula used to derive volumes: National Accounts Chain-weighted: Yes, from 2000 Trade System: Special trade. Scope of coverage: External trade transactions are covered (the 1982 edition of the IMTSCD is followed) according to the special trade system (relaxed definition) with processing (also processing in free zones) included. Only transactions for which a customs declaration has been issued are covered. In Intrastat the value of intra-community trade of companies above the exemption threshold is covered. Value of companies below the exemption threshold is estimated. No specific countries/territories exclusion. Excluded items in trade: Re-exports; Re-imports; Oil coverage: Primary or unrefined products; Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB). Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2023",6.633,5.315,-3.536,2.111,4.157,4.318,6.289,10.672,7.086,4.669,-9.595,17.585,9.757,2022
Slovenia,Volume of Imports of goods,Percent change,,"Source: National Statistics Office. National Accounts Latest actual data: 2022 Base year: 2005 Methodology used to derive volumes: National Accounts Formula used to derive volumes: National Accounts Chain-weighted: Yes, from 2000 Trade System: Special trade. Scope of coverage: External trade transactions are covered (the 1982 edition of the IMTSCD is followed) according to the special trade system (relaxed definition) with processing (also processing in free zones) included. Only transactions for which a customs declaration has been issued are covered. In Intrastat the value of intra-community trade of companies above the exemption threshold is covered. Value of companies below the exemption threshold is estimated. No specific countries/territories exclusion. Excluded items in trade: Re-exports; Re-imports; Oil coverage: Primary or unrefined products; Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB). Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2023",7.57,5.967,-4.337,2.933,3.795,5.144,6.583,10.7,7.418,4.988,-8.579,17.245,8.156,2022
Slovenia,Volume of exports of goods and services,Percent change,,"Source: National Statistics Office. National Accounts Latest actual data: 2022 Base year: 2005 Methodology used to derive volumes: National Accounts Formula used to derive volumes: National Accounts Chain-weighted: Yes, from 2000 Trade System: Special trade. Scope of coverage: External trade transactions are covered (the 1982 edition of the IMTSCD is followed) according to the special trade system (relaxed definition) with processing (also processing in free zones) included. Only transactions for which a customs declaration has been issued are covered. In Intrastat the value of intra-community trade of companies above the exemption threshold is covered. Value of companies below the exemption threshold is estimated. No specific countries/territories exclusion. Excluded items in trade: Re-exports; Re-imports; Oil coverage: Primary or unrefined products; Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB). Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2023",10.161,6.868,0.496,3.061,6.011,4.741,6.163,11.071,6.155,4.482,-8.6,14.5,6.511,2022
Slovenia,Volume of exports of goods,Percent change,,"Source: National Statistics Office. National Accounts Latest actual data: 2022 Base year: 2005 Methodology used to derive volumes: National Accounts Formula used to derive volumes: National Accounts Chain-weighted: Yes, from 2000 Trade System: Special trade. Scope of coverage: External trade transactions are covered (the 1982 edition of the IMTSCD is followed) according to the special trade system (relaxed definition) with processing (also processing in free zones) included. Only transactions for which a customs declaration has been issued are covered. In Intrastat the value of intra-community trade of companies above the exemption threshold is covered. Value of companies below the exemption threshold is estimated. No specific countries/territories exclusion. Excluded items in trade: Re-exports; Re-imports; Oil coverage: Primary or unrefined products; Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB). Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2023",11.994,7.994,0.363,3.329,6.264,5.321,5.716,11.033,5.748,4.458,-5.529,13.378,2.396,2022
Slovenia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2022 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 03/2023,7.25,8.225,8.9,10.1,9.75,9,8.025,6.575,5.125,4.45,5,4.725,4,2022
Slovenia,Employment,Persons,Millions,Source: National Statistics Office Latest actual data: 2022 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 03/2023,0.964,0.947,0.938,0.928,0.932,0.944,0.961,0.989,1.021,1.046,1.039,1.053,1.079,2022
Slovenia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2021 Primary domestic currency: Euro Data last updated: 03/2023,2.047,2.05,2.055,2.059,2.061,2.063,2.064,2.066,2.067,2.081,2.096,2.109,2.107,2021
Slovenia,General government revenue,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The fiscal projections are based on staff s macroeconomic framework and the authorities  budget and medium-term fiscal framework. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Other Primary domestic currency: Euro Data last updated: 03/2023",16.21,16.39,16.444,16.656,17.062,17.819,17.894,18.932,20.283,21.234,20.424,23.296,25.416,2021
Slovenia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,44.576,44.227,45.36,45.689,45.335,45.863,44.244,44.017,44.213,43.751,43.436,44.62,43.086,2021
Slovenia,General government total expenditure,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The fiscal projections are based on staff s macroeconomic framework and the authorities  budget and medium-term fiscal framework. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Other Primary domestic currency: Euro Data last updated: 03/2023",18.246,18.847,17.893,21.97,19.134,18.925,18.67,18.955,19.942,20.956,24.056,25.735,27.335,2021
Slovenia,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,50.176,50.857,49.355,60.267,50.842,48.711,46.163,44.07,43.469,43.178,51.16,49.293,46.34,2021
Slovenia,General government net lending/borrowing,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The fiscal projections are based on staff s macroeconomic framework and the authorities  budget and medium-term fiscal framework. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Other Primary domestic currency: Euro Data last updated: 03/2023",-2.036,-2.457,-1.448,-5.315,-2.073,-1.106,-0.776,-0.023,0.341,0.278,-3.632,-2.44,-1.92,2021
Slovenia,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-5.6,-6.629,-3.995,-14.578,-5.507,-2.847,-1.919,-0.053,0.744,0.572,-7.723,-4.673,-3.255,2021
Slovenia,General government structural balance,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The fiscal projections are based on staff s macroeconomic framework and the authorities  budget and medium-term fiscal framework. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Other Primary domestic currency: Euro Data last updated: 03/2023",-1.869,-2.556,-1.121,-4.808,-1.677,-0.771,-0.741,-0.015,0.133,-0.019,-3.06,-2.798,-2.553,2021
Slovenia,General government structural balance,Percent of potential GDP,,See notes for:  General government structural balance (National currency).,-5.089,-6.938,-3.032,-12.798,-4.356,-1.947,-1.827,-0.035,0.292,-0.04,-6.331,-5.448,-4.455,2021
Slovenia,General government primary net lending/borrowing,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The fiscal projections are based on staff s macroeconomic framework and the authorities  budget and medium-term fiscal framework. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Other Primary domestic currency: Euro Data last updated: 03/2023",-1.643,-1.939,-0.931,-4.59,-1.017,--,0.29,0.913,1.164,1.002,-2.971,-1.852,-1.375,2021
Slovenia,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,-4.518,-5.232,-2.568,-12.591,-2.702,--,0.717,2.123,2.538,2.064,-6.318,-3.546,-2.331,2021
Slovenia,General government net debt,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The fiscal projections are based on staff s macroeconomic framework and the authorities  budget and medium-term fiscal framework. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Other Primary domestic currency: Euro Data last updated: 03/2023",10.406,12.845,15.133,21.52,24.023,24.72,25.355,25.879,24.506,24.234,26.89,29.436,31.374,2021
Slovenia,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,28.617,34.66,41.742,59.033,63.833,63.626,62.693,60.168,53.418,49.933,57.187,56.383,53.187,2021
Slovenia,General government gross debt,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The fiscal projections are based on staff s macroeconomic framework and the authorities  budget and medium-term fiscal framework. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Other Primary domestic currency: Euro Data last updated: 03/2023",13.916,17.217,19.418,25.52,30.22,32.087,31.756,31.893,32.245,31.751,37.423,38.877,41.437,2021
Slovenia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,38.269,46.458,53.561,70.006,80.299,82.588,78.52,74.15,70.287,65.421,79.588,74.466,70.245,2021
Slovenia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The fiscal projections are based on staff s macroeconomic framework and the authorities  budget and medium-term fiscal framework. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Other Primary domestic currency: Euro Data last updated: 03/2023",36.364,37.059,36.253,36.454,37.634,38.853,40.443,43.011,45.876,48.533,47.021,52.208,58.989,2021
Slovenia,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2022 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Euro Data last updated: 03/2023",-0.371,-0.431,0.604,1.598,2.549,1.645,2.138,3.02,3.227,3.229,4.054,2.35,-0.26,2022
Slovenia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-0.768,-0.836,1.295,3.3,5.097,3.817,4.776,6.217,5.953,5.943,7.555,3.803,-0.419,2022
Solomon Islands,"Gross domestic product, constant prices",National currency,Billions,"Source: Central Bank. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. This has been updated till 2016 with data provided by the country authorities. For 2017 and onwards, real GDP is estimated by the staff, based on sectoral growth assumptions provided by the Central Bank of Solomon Islands. Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: No Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023",8.017,8.6,8.718,9.174,9.283,9.439,9.963,10.27,10.552,10.736,10.373,10.314,9.895,2020
Solomon Islands,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",8.616,7.267,1.367,5.237,1.186,1.678,5.556,3.077,2.745,1.749,-3.382,-0.565,-4.071,2020
Solomon Islands,"Gross domestic product, current prices",National currency,Billions,"Source: Central Bank. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. This has been updated till 2016 with data provided by the country authorities. For 2017 and onwards, real GDP is estimated by the staff, based on sectoral growth assumptions provided by the Central Bank of Solomon Islands. Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: No Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023",6.829,8.023,8.718,9.39,9.85,10.352,10.964,11.593,12.847,13.234,12.617,12.69,13.021,2020
Solomon Islands,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.847,1.05,1.185,1.286,1.336,1.308,1.379,1.47,1.615,1.619,1.536,1.545,1.596,2020
Solomon Islands,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.027,1.125,1.162,1.244,1.282,1.317,1.404,1.475,1.552,1.607,1.573,1.634,1.678,2020
Solomon Islands,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",85.174,93.285,100,102.353,106.11,109.675,110.05,112.883,121.753,123.268,121.633,123.031,131.595,2020
Solomon Islands,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","15,188.50","15,881.20","15,677.28","16,057.47","15,812.01","15,649.45","16,084.10","16,146.57","16,162.22","16,028.31","15,101.69","14,651.23","13,713.07",2019
Solomon Islands,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,180.88","2,280.34","2,251.06","2,305.66","2,270.41","2,247.07","2,309.48","2,318.45","2,320.70","2,301.47","2,168.42","2,103.74","1,969.03",2019
Solomon Islands,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","12,936.66","14,814.77","15,677.28","16,435.36","16,778.15","17,163.54","17,700.56","18,226.66","19,678.00","19,757.82","18,368.62","18,025.49","18,045.76",2019
Solomon Islands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,604.15","1,938.79","2,131.45","2,250.76","2,274.90","2,168.57","2,227.00","2,310.86","2,474.44","2,417.33","2,236.42","2,194.64","2,211.49",2019
Solomon Islands,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,946.44","2,077.49","2,089.18","2,177.32","2,184.12","2,183.30","2,266.42","2,318.45","2,376.49","2,399.07","2,289.88","2,321.36","2,324.93",2019
Solomon Islands,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,
Solomon Islands,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2020
Solomon Islands,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",6.646,7.131,7.504,7.548,7.682,7.861,7.81,7.862,8.28,8.236,8.022,7.765,7.762,2020
Solomon Islands,Total investment,Percent of GDP,,"Source: Central Bank. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. This has been updated till 2016 with data provided by the country authorities. For 2017 and onwards, real GDP is estimated by the staff, based on sectoral growth assumptions provided by the Central Bank of Solomon Islands. Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: No Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023",20.662,16.217,14.283,15.59,13.064,15.493,16.247,19.459,18.868,22.681,17.608,19.407,24.293,2020
Solomon Islands,Gross national savings,Percent of GDP,,"Source: Central Bank. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. This has been updated till 2016 with data provided by the country authorities. For 2017 and onwards, real GDP is estimated by the staff, based on sectoral growth assumptions provided by the Central Bank of Solomon Islands. Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: No Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023",-5.709,8.974,15.664,12.596,9.309,12.796,12.713,15.184,15.908,13.17,15.977,14.341,11,2020
Solomon Islands,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2021 Harmonized prices: No Base year: 2017 Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023",78.975,84.833,89.85,94.567,99.575,99.008,99.5,100,103.475,105.167,108.283,108.167,114.124,2021
Solomon Islands,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",0.905,7.418,5.914,5.249,5.296,-0.569,0.497,0.503,3.475,1.635,2.964,-0.108,5.507,2021
Solomon Islands,"Inflation, end of period consumer prices",Index,,"Source: National Statistics Office. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2021 Harmonized prices: No Base year: 2017 Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023",79.1,86.5,90.9,91.7,97,100.4,98.2,100.3,104.1,106.9,104.2,107.8,116.957,2021
Solomon Islands,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",0.893,9.355,5.087,0.88,5.78,3.505,-2.191,2.138,3.789,2.69,-2.526,3.455,8.494,2021
Solomon Islands,Volume of imports of goods and services,Percent change,,Source: Central Bank Latest actual data: 2021 Base year: 2012 Methodology used to derive volumes: Other Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: cannot verify Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023,44.131,-1.358,4.666,11.748,-2.4,6.082,3.88,1.924,3.246,3.298,-21.052,-8.689,2.844,2021
Solomon Islands,Volume of Imports of goods,Percent change,,Source: Central Bank Latest actual data: 2021 Base year: 2012 Methodology used to derive volumes: Other Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: cannot verify Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023,36.45,4.001,2.803,6.974,0.722,11.205,-1.429,3.5,7.485,-3.583,-13.182,-4.927,2.043,2021
Solomon Islands,Volume of exports of goods and services,Percent change,,Source: Central Bank Latest actual data: 2021 Base year: 2012 Methodology used to derive volumes: Other Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: cannot verify Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023,27.814,35.311,22.943,5.013,3.367,2.841,-4.387,12.842,13.058,-14.885,-28.449,-13.212,-6.229,2021
